Text,Language
ಎರಡನೆಯ ಮಹಾಯುದ್ಧದ ಸಮಯದಲ್ಲಿ ಸೈನಿಕರಿಗೆ ಅನ್ವಯವಾಗುವ ಕೆಲವು ವಿರೋಧಾತ್ಮಕ ನಿಯಮಗಳನ್ನು ವಿವರಿಸುವಾಗ ಜೋಸೆಫ್ ಹೆಲ್ಲರ್ ಅವರ ಅದೇ ಹೆಸರಿನ ಕ್ಯಾಚ್ -22 ಎಂಬ ಹೆಸರಿನ ಪ್ರಸಿದ್ಧ ಪುಸ್ತಕದಲ್ಲಿ ಜೋಚ್ ಹೆಲ್ಲರ್ ಅವರು ಕೆಲಸ ಪಡೆಯುವವರೆಗೂ ನಿಮಗೆ ಅನುಭವವನ್ನು ಪಡೆಯಲು ಸಾಧ್ಯವಿಲ್ಲ.,Kannada
ಕ್ಯಾಚ್ -22 ರ ಮತ್ತೊಂದು ಉದಾಹರಣೆಯೆಂದರೆ ನಿಮಗೆ ಬ್ಯಾಂಕ್ ಸಾಲ ಬೇಕು ಏಕೆಂದರೆ ನಿಮ್ಮಲ್ಲಿ ಸಾಕಷ್ಟು ಇಲ್ಲ.,Kannada
ಹಣ ಆದರೆ ನಿಮ್ಮ ಬಳಿ ಸಾಕಷ್ಟು ಹಣವಿದೆ ಎಂದು ನೀವು ಬ್ಯಾಂಕ್‌ಗೆ ಸಾಬೀತುಪಡಿಸದ ಹೊರತು ನೀವು ಆ ಬ್ಯಾಂಕ್ ಸಾಲವನ್ನು ಪಡೆಯುವುದಿಲ್ಲ ಆದ್ದರಿಂದ ಮುಂದಿನ ಬಾರಿ ನೀವು ಟ್ರಿಕಿ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ ಸಿಲುಕಿಕೊಂಡಿದ್ದೀರಿ ಎಂಬುದನ್ನು ನೆನಪಿಡಿ.,Kannada
ಕ್ಯಾಚ್ -22 ಪದವನ್ನು ಬಳಸಲು.,Kannada
ಮತ್ತು ಕ್ಯಾಚ್ -22 ರ ಸ್ಥಳದಲ್ಲಿ ನೀವು ಬಳಸಬಹುದಾದ ಇತರ ಪದಗಳು ವಿರೋಧಾಭಾಸ ಅಥವಾ ಸಂದಿಗ್ಧತೆ ಸ್ಮಾರ್ಟ್ ಪದ.,Kannada
ಮೂರನೆಯ ಸಂಖ್ಯೆ ಸುವ್ ಸುವ್ ಸುವ್ ಎಂದರೆ ಸಭ್ಯವಾಗಿರಲು ತಂಪಾಗಿರಲು ಅತ್ಯಾಧುನಿಕ ಮತ್ತು.,Kannada
ಸುಸೇವ್ ಎಂಬ ಪದವು ಹಲವಾರು ವಿಭಿನ್ನ ಮೂಲಗಳನ್ನು ಹೊಂದಿದೆ ಆದರೆ ಈ ಪದದ ಒಂದು ಕುತೂಹಲಕಾರಿ ಮೂಲವೆಂದರೆ ಆಹ್ಲಾದಕರ ಅಥವಾ ಸಿಹಿ ರುಚಿಯ ಉದಾಹರಣೆ.,Kannada
"ಅವನು ತುಂಬಾ ಪೋಯ್ಸ್ಡ್ ಮತ್ತು ವಿಶೇಷವಾಗಿ ಹೆಂಗಸರ ಮುಂದೆ ಅಥವಾ ಬರಾಕ್ ಒಬಾಮಾ ತುಂಬಾ ಮೃದುವಾದ ಮತ್ತು ಹೊಳಪುಳ್ಳವನಾಗಿದ್ದಾನೆ, ನೀವು ಮುಂದಿನ ಬಾರಿ ಪಾರ್ಟಿಯಲ್ಲಿರುವಾಗ ನೆನಪಿಡಿ ಮತ್ತು ನೀವು ಈ ವ್ಯಕ್ತಿಯನ್ನು ನೋಡುತ್ತೀರಿ.",Kannada
ಉತ್ತಮ ನಡತೆ ಮತ್ತು ಸುಸಂಸ್ಕೃತ ಮತ್ತು ಅತ್ಯಾಧುನಿಕ.,Kannada
ಹೇ ಹೇಳಲು ಮರೆಯಬೇಡಿ ಈ ಪದವನ್ನು ಬಳಸಿ ಮೂಲೆಯಲ್ಲಿಯೇ ಇರುವ ಆ ವ್ಯಕ್ತಿ ಯಾರು ನಿಮ್ಮ ಶಬ್ದಕೋಶವನ್ನು ತಕ್ಷಣ ಮಾಡುತ್ತದೆ.,Kannada
ಸ್ಮಾರ್ಟ್ ಪದ ಸಂಖ್ಯೆ ನಾಲ್ಕು ದೌರ್ಜನ್ಯ ದೌರ್ಜನ್ಯ ಎಂದರೆ ದೌರ್ಜನ್ಯ ಎಂಬ ಪದವು ನಿಜವಾಗಿಯೂ ಕೆಟ್ಟ ಭಯಾನಕ ಭಯಾನಕ ಕ್ರೂರ ಭೀಕರ ಆಕ್ರಮಣಕಾರಿ ದೌರ್ಜನ್ಯ ಎಂಬ ಲ್ಯಾಟಿನ್ ಮೂಲವನ್ನು ಹೊಂದಿದೆ .ಇದು ಭಯ ಕ್ರೂರ ಅಥವಾ ಭಯಾನಕ ಭಯ ಎಂದರೆ ದೌರ್ಜನ್ಯ ಪದದ ಕೆಲವು ಉದಾಹರಣೆಗಳು ಡೆಲ್ಹಿಯಲ್ಲಿ ಇತ್ತೀಚಿನ ಅತ್ಯಾಚಾರ ಘಟನೆಗಳು ದೌರ್ಜನ್ಯ ಅಥವಾ ಕೈದಿಗಳಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡಲಾಗುತ್ತದೆ.,Kannada
ಕೆಲವು ಸಾಮಾನ್ಯ ತಪ್ಪು ಮಾಡುವ ಬಗ್ಗೆ ಮಾತನಾಡಲು ಕೆಲವೊಮ್ಮೆ ಜೈಲುಗಳಲ್ಲಿ ದೌರ್ಜನ್ಯವನ್ನು ದಿನನಿತ್ಯದ ಜೀವನದಲ್ಲಿ ಬಳಸಲಾಗುತ್ತದೆ ಮತ್ತು ನೀವು ಅದನ್ನು ಉತ್ಪ್ರೇಕ್ಷಿಸಲು ಬಯಸುತ್ತೀರಿ.,Kannada
ಉದಾಹರಣೆಗೆ ಅವನ ಟೇಬಲ್ ನಡವಳಿಕೆ ದೌರ್ಜನ್ಯ ಅಥವಾ ಅವಳ ಉಡುಗೆ ಪ್ರಜ್ಞೆಯು ತುಂಬಾ ದೌರ್ಜನ್ಯ ಅಥವಾ ಅವನ ವ್ಯಾಕರಣ ದೌರ್ಜನ್ಯ.,Kannada
ಆದ್ದರಿಂದ ಮುಂದಿನ ಬಾರಿ ನೀವು ಸುದ್ದಿಯಲ್ಲಿ ಭಯಾನಕ ಕೃತ್ಯವನ್ನು ಕೇಳಿದಾಗ ನೆನಪಿಡಿ.,Kannada
"ಟೀಕಿಸಿ ಮತ್ತು ಹೇಳಿ ಇದು ದೌರ್ಜನ್ಯದ ಕ್ರಿಯೆ ಸ್ಮಾರ್ಟ್ ಪದ ಸಂಖ್ಯೆ 5 ಅದ್ಭುತ, ಅದ್ಭುತ, ಅದ್ಭುತ, ಅಂದರೆ ಅದ್ಭುತ ಬೆರಗುಗೊಳಿಸುವ.",Kannada
ಈಗ ನಾವು ಇಲ್ಲಿ ಅದ್ಭುತ ಪದವನ್ನು ಹೆಚ್ಚಾಗಿ ಬಳಸುತ್ತೇವೆ ' ಉದಾಹರಣೆಗೆ ಅದ್ಭುತವಾದ ಅದ್ಭುತ ಸ್ಥಳದಲ್ಲಿ ನೀವು ಬಳಸಬಹುದಾದ ಮತ್ತೊಂದು ಪದವೆಂದರೆ ಇಂದು ನನ್ನ ಪರೀಕ್ಷೆಯಲ್ಲಿ ನಾನು ಅದ್ಭುತ ಸ್ಕೋರ್ ಪಡೆದಿದ್ದೇನೆ ಅಂದರೆ ನಾನು ತುಂಬಾ ಹೆಚ್ಚಿನ ಸ್ಕೋರ್ ಪಡೆದಿದ್ದೇನೆ ಅಥವಾ.,Kannada
ಸ್ಟುಪೆಂಡಸ್ ಪದವು ಶಾಸ್ತ್ರೀಯ ಲ್ಯಾಟಿನ್ ಬೇರುಗಳನ್ನು ಹೊಂದಿರುವ ಪದದಿಂದ ನಾನು ಪರಿಪೂರ್ಣವಾದ ಸ್ಕೋರ್ ಅನ್ನು ಪಡೆದುಕೊಂಡಿದ್ದೇನೆ.,Kannada
"ಆಶ್ಚರ್ಯಚಕಿತರಾಗಲು ಆಶ್ಚರ್ಯಕರವಾಗಿ ಉತ್ತಮವಾದದ್ದನ್ನು ವಿವರಿಸಲು ಬಳಸಲಾಗುತ್ತದೆ, ಉದಾಹರಣೆಗೆ ಅವಳು ಆ ಉಡುಪಿನಲ್ಲಿ ಅದ್ಭುತವಾಗಿ ಕಾಣಿಸುತ್ತಾಳೆ ಅಥವಾ ಈ ಬಾಲ್ಕನಿಯಲ್ಲಿ ಯಾವ ಅದ್ಭುತ ನೋಟ ಅಥವಾ ನಾನು ಈ ಅದ್ಭುತ ಪುಸ್ತಕವನ್ನು ಓದುತ್ತಿದ್ದೇನೆ, ಅದು ಹೇಗೆ ಹೋಗುತ್ತದೆ ಮತ್ತು ಕೆಳಗೆ ಹೋಗುವುದಿಲ್ಲ ಹೇಳಿ.",Kannada
"ನಿಮ್ಮ ಸ್ನೇಹಿತರು ಈ ಅದ್ಭುತ ಚಾನಲ್ ಮತ್ತು ಅದ್ಭುತವಾದ ಬದಲು ನೀವು ಬಳಸಬಹುದಾದ ಕೆಲವು ಇತರ ಪದಗಳು ನಂಬಲಾಗದ ಅದ್ಭುತ ಅಥವಾ ಅಸಾಧಾರಣವಾದ ಒಳ್ಳೆಯದು, ಆದ್ದರಿಂದ ನಾವು ಈ ವೀಡಿಯೊದಲ್ಲಿ ಸಮತೋಲಿತ ಐದು ಪದಗಳನ್ನು ಮುಂದುವರಿಸುವ ಮೊದಲು ಈ ವೀಡಿಯೊದ ಅಡಿಯಲ್ಲಿ ಪ್ರತಿಕ್ರಿಯಿಸಲು ಮರೆಯದಿರಿ.",Kannada
ಈ ಹತ್ತು ಪದಗಳಲ್ಲಿ ಯಾವುದು ನಿಮ್ಮ ನೆಚ್ಚಿನ ಸ್ಮಾರ್ಟ್ ಪದ ಸಂಖ್ಯೆ ಆರು ಎಂದು ಸರಿಪಡಿಸಲು ಫಿಕ್ಸ್‌ನಲ್ಲಿದೆ ಎಂದರೆ ನನಗೆ ತೊಂದರೆಯುಂಟುಮಾಡುವ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿರಬೇಕು ಉದಾಹರಣೆಗೆ ಹುಡುಗ ನಾನು ಫಿಕ್ಸ್‌ನಲ್ಲಿದ್ದೇನೆ ಏಕೆಂದರೆ ಇದಕ್ಕಾಗಿ ನಾನು ಎರಡು ವಿಭಿನ್ನ ಸ್ನೇಹಿತರೊಂದಿಗೆ ಯೋಜನೆಗಳನ್ನು ಮಾಡಿದ್ದೇನೆ ಸಂಜೆ.,Kannada
ನಾನು ನನ್ನ ಫೋನ್ ಕಳೆದುಕೊಂಡಿದ್ದೇನೆ ಮತ್ತು ನಾನು ಫಿಕ್ಸ್‌ನಲ್ಲಿದ್ದೇನೆ ಅಥವಾ ಈ ಬೆಳಿಗ್ಗೆ ನಮ್ಮ ಬಸ್ ಮುರಿದುಬಿದ್ದಿದೆ ಮತ್ತು ನಾನು ಫಿಕ್ಸ್‌ನಲ್ಲಿದ್ದೇನೆ ಮತ್ತು ನನ್ನ ಸ್ನೇಹಿತ ಯಾವಾಗಲೂ ಫಿಕ್ಸ್‌ನಲ್ಲಿದ್ದಾಗ ಸಹಾಯಕ್ಕಾಗಿ ನನ್ನ ಕಡೆಗೆ ತಿರುಗುತ್ತಾನೆ ಮತ್ತು ಹೋಗುವಾಗ ಅವನು ಮರೆತುಹೋಗುತ್ತಾನೆ.,Kannada
ನಾನು ಮುಂದಿನ ಬಾರಿ ನೀವು ಶಾಲೆಯಿಂದ ಗಣಿತದ ಮನೆಕೆಲಸವನ್ನು ಪಡೆದಾಗ ಮತ್ತು ನಿಮ್ಮ ಗಣಿತ ಪುಸ್ತಕವನ್ನು ಶಾಲೆಯಲ್ಲಿ ಬಿಟ್ಟಿದ್ದರೆ ನೀವು ನಿಜವಾದ ಫಿಕ್ಸ್‌ನಲ್ಲಿದ್ದೀರಿ ಎಂದು ನಿಮ್ಮ ಸ್ನೇಹಿತರಿಗೆ ಹೇಳಬಹುದು ಈಗ ಫಿಕ್ಸ್ ಪದಕ್ಕೆ ಏನಾದರೂ ಸಂಬಂಧವಿದೆ ಎಂದು ನೀವು ಭಾವಿಸಬಹುದು ಏನನ್ನಾದರೂ ದುರಸ್ತಿ ಮಾಡುವ ಮೂಲಕ.,Kannada
ಆದರೆ ಫಿಕ್ಸ್‌ನಲ್ಲಿ ಯಾವುದೇ ತೊಂದರೆಯಿಲ್ಲದ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿರುವುದು ಎಂದರೆ ಫಿಕ್ಸ್‌ನ ಬದಲು ನೀವು ಬಳಸಬಹುದಾದ ಇತರ ಪದಗಳು ನಾನು ಸೂಪ್‌ನಲ್ಲಿದ್ದೇನೆ ಅಥವಾ ನಾನು ' ನಾನು ಅವ್ಯವಸ್ಥೆಯಲ್ಲಿದ್ದೇನೆ ಅಥವಾ ನಾನು ತೊಂದರೆಗೊಳಗಾಗಿದ್ದೇನೆ ಅಥವಾ ನಾನು ಸ್ಪಾಟ್ ಸ್ಮಾರ್ಟ್ ವರ್ಡ್ ನಂಬರ್ 7 ನಲ್ಲಿದ್ದೇನೆ ಎಂದರೆ ಫ್ಲಮ್ಮೋಕ್ಸ್ ಫ್ಲಮ್ಮಾಕ್ಸ್ ಎಂದರೆ ಯಾರನ್ನಾದರೂ ಗೊಂದಲಗೊಳಿಸುವುದು.,Kannada
"ಈಗ ಅವರು ಏನು ಮಾಡಬೇಕೆಂಬುದನ್ನು ಅವರು ಮರೆತುಬಿಡುತ್ತಾರೆ, ಅದಕ್ಕೆ ಬದಲಾಗಿ ನೀವು ಫ್ಲಮ್ಮೋಕ್ಸ್ ಅನ್ನು ಏಕೆ ಬಳಸಬಾರದು ಉದಾಹರಣೆಗೆ ಹುಡುಗ ಸಂಪೂರ್ಣವಾಗಿ ಕಾಣಿಸುತ್ತಾನೆ.",Kannada
ಶಿಕ್ಷಕನು ತರಗತಿಯಲ್ಲಿ ಒಂದು ಪ್ರಶ್ನೆಯನ್ನು ಕೇಳಿದಾಗ ಅಥವಾ ನಾಯಿ ಫ್ಲಮ್ಮಾಕ್ಸ್ ಆಗಿ ನೋಡುತ್ತಿದ್ದಾಗ ಫ್ಲಮ್ಮಾಕ್ಸ್ ಕನ್ನಡಿಯಲ್ಲಿ ತನ್ನದೇ ಆದ ಪ್ರತಿಬಿಂಬದಲ್ಲಿ ಅಥವಾ ಪ್ರವಾಸಿಗನು ವಿಭಿನ್ನ ಪದ್ಧತಿಗಳಿಂದ ಫ್ಲಮ್ಮಾಕ್ಸ್ ಮಾಡಲ್ಪಟ್ಟನು.,Kannada
"ಅವನ ಪ್ರಯಾಣದ ಸಮಯದಲ್ಲಿ ಅಥವಾ ಸಂದರ್ಶನವೊಂದರಲ್ಲಿ ನಾವು ನಿಮ್ಮನ್ನು ಏಕೆ ನೇಮಿಸಿಕೊಳ್ಳಬೇಕು ಎಂದು ಕೇಳಿದಾಗ ಅವಳು ಸಂಪೂರ್ಣವಾಗಿ ಫ್ಲಮ್ಮಾಕ್ಸ್ ಆಗಿ ಕಾಣಿಸುತ್ತಿದ್ದಳು, ಆದ್ದರಿಂದ ಮುಂದಿನ ಬಾರಿ ನೀವು ಪರೀಕ್ಷೆಯಲ್ಲಿ ಯಾವುದೇ ಪ್ರಶ್ನೆಗಳಿಗೆ ಗೊಂದಲಕ್ಕೊಳಗಾಗಿದ್ದರೆ ನೀವು.",Kannada
"ಯಾವಾಗಲೂ ಹೇಳಬಹುದು ಏಕೆಂದರೆ ನಾನು ಹೊಂದಿಲ್ಲ ' ಪರೀಕ್ಷೆಗೆ ನಾನು ಚೆನ್ನಾಗಿ ಸಿದ್ಧಪಡಿಸಿದ್ದೇನೆ, ಫ್ಲಮ್ಮೋಕ್ಸ್ಡ್ ಬದಲಿಗೆ ನೀವು ಬಳಸಬಹುದಾದ ಇತರ ಪದಗಳು ಗೊಂದಲಕ್ಕೊಳಗಾದವು ಅಥವಾ ಗೊಂದಲಕ್ಕೊಳಗಾದ ಸ್ಮಾರ್ಟ್ ಪದ ಸಂಖ್ಯೆ ಎಂಟು ರೆಂಡೆಜ್ವಸ್ ರೆಂಡೆಜ್ವಸ್ ರೆಂಡೆಜ್ವಸ್ ಆಗಿದೆ.",Kannada
"ಸಭೆ ಅಥವಾ ದಿನಾಂಕವನ್ನು ಹೇಳುವ ಅತ್ಯಂತ ಫ್ರೆಂಚ್ ವಿಧಾನವೆಂದರೆ, ಉದಾಹರಣೆಗೆ ನಾನು ಶನಿವಾರದಂದು lunch ಟದ ಸಮಯದಲ್ಲಿ ನನ್ನ ಸ್ನೇಹಿತರೊಂದಿಗೆ ಸಂಧಿಸುವಿಕೆಯನ್ನು ಹೊಂದಿದ್ದೇನೆ ಅಥವಾ ಸಿನೆಮಾಗಳಿಗಾಗಿ ಮಾಲ್‌ನಲ್ಲಿ ನನ್ನ ಸ್ನೇಹಿತರೊಂದಿಗೆ ಸಂಧಿಸಲು ನಾನು ಯೋಜಿಸುತ್ತಿದ್ದೇನೆ ರೆಂಡೆಜ್ವಸ್ ಚಲನಚಿತ್ರಗಳನ್ನು ನಾಮಪದವಾಗಿ ಅಥವಾ ಕ್ರಿಯಾಪದವಾಗಿ ಬಳಸಬಹುದು ಉದಾಹರಣೆಗೆ.",Kannada
ನಾನು ಈ ಸಂಜೆ ನನ್ನ ಸ್ನೇಹಿತರೊಂದಿಗೆ ಸಂಧಿಸುವಿಕೆಯನ್ನು ಹೊಂದಿದ್ದೇನೆ ಅಥವಾ ನಾಳೆ ನನ್ನ ಸ್ನೇಹಿತರೊಂದಿಗೆ ಸಂಧಿಸಲು ಹೋಗುತ್ತಿದ್ದೇನೆ.,Kannada
"ಸೈನ್ಯದ ಸಭೆಯ ಸ್ಥಳವನ್ನು ಸೂಚಿಸಲು ಸೈನ್ಯವು ಹಿಂದಿನ ರೆಂಡೆಜ್ವಸ್ ಅನ್ನು ಬಳಸುತ್ತಿತ್ತು, ಈಗ ರೆಂಡೆಜ್ವಸ್ ಪದದ ಬಗ್ಗೆ ಸ್ವಲ್ಪ ರೋಮಾಂಚನಕಾರಿ ಮತ್ತು ರಹಸ್ಯವಾದ ಸಂಗತಿಯಿದೆ, ಆದ್ದರಿಂದ ನೀವು ಯಾವುದೇ ಸಭೆಗೆ ರೆಂಡೆಜ್ವಸ್ ಅನ್ನು ಬಳಸಬಹುದು.",Kannada
"ಸಾಮಾನ್ಯವಾಗಿ ಆದರೆ ಅದು ಗೆದ್ದಿದೆ ' ಅಧಿಕೃತ ಸಭೆಗೆ ಇದು ತುಂಬಾ ಸೂಕ್ತವಾಗಿದೆ, ಆದ್ದರಿಂದ ನೀವು ದಿನಾಂಕವನ್ನು ಹೊಂದಿದ್ದರೆ ಬಹುಶಃ ನೀವು ರೆಂಡೆಜ್ವಸ್ ಸ್ಮಾರ್ಟ್ ಪದ ಸಂಖ್ಯೆ 9 ಅನ್ನು ಒಬ್ಟೂಸ್ ಒಬ್ಟ್ಯೂಸ್ ಒಬ್ಟೂಸ್ ಎಂದು ಕರೆಯಬಹುದು, ನೀವು ಯಾರನ್ನಾದರೂ ಮೂಕ ಅಥವಾ ಬುದ್ಧಿಹೀನ ಎಂದು ಕರೆಯಲು ಪ್ರಯತ್ನಿಸುವಾಗ ನೀವು ಅದನ್ನು ಬಳಸುತ್ತೀರಿ.",Kannada
ಅಥವಾ ಮಂದ ಬುದ್ಧಿವಂತಿಕೆಯು ಈಗ ನೀವು ಜ್ಯಾಮಿತಿ ಚೂಪಾದ ಕೋನ ಮತ್ತು ತೀವ್ರ ಕೋನದಲ್ಲಿ ಆಬ್ಟ್ಯೂಸ್ ಪದವನ್ನು ಕೇಳಿದ್ದೀರಿ ಆದ್ದರಿಂದ ಓಬ್ಟೂಸ್ ಕೋನವು 90 ಡಿಗ್ರಿಗಳಿಗಿಂತ ದೊಡ್ಡದಾದ ಆದರೆ 180 ಡಿಗ್ರಿಗಳಿಗಿಂತ ಕಡಿಮೆ ಇರುವ ಕೋನವಾಗಿದೆ.,Kannada
"ಮತ್ತು ತೀಕ್ಷ್ಣ ಕೋನವು 90 ಡಿಗ್ರಿಗಿಂತ ಕಡಿಮೆ ಇರುವ ತೀಕ್ಷ್ಣ ಕೋನವಾಗಿದ್ದು, ಒಂದು ಪದವನ್ನು ತೀಕ್ಷ್ಣವಾಗಿ ಸೂಚಿಸಲು ಬಳಸಲಾಗುತ್ತದೆ ಮತ್ತು ಆದ್ದರಿಂದ ಮಾನಸಿಕವಾಗಿ ತೀಕ್ಷ್ಣವಾದ ಮತ್ತು ಚೂಪಾದವು ಮೊಂಡಾದದ್ದನ್ನು ಸೂಚಿಸುತ್ತದೆ ಮತ್ತು ಆದ್ದರಿಂದ ಮನಸ್ಸಿನಲ್ಲಿ ಸ್ವಲ್ಪ ನಿಧಾನವಾಗಿರುತ್ತದೆ ಆದ್ದರಿಂದ ಉದಾಹರಣೆ ವಾಕ್ಯಗಳು ಮನುಷ್ಯ ಅವನು ತನ್ನ ಪಾಸ್‌ವರ್ಡ್ ಅನ್ನು ನಕಲಿ ಕರೆ ಮಾಡುವವರಿಗೆ ಅಥವಾ ಚೂಪಾದ ಮಗುವಿಗೆ ಕೊಡುವಷ್ಟು ಚತುರನಾಗಿದ್ದನು.",Kannada
ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.,Kannada
ಪರೀಕ್ಷೆಯಲ್ಲಿ ಒಂದೇ ಪ್ರಶ್ನೆಗೆ ಉತ್ತರಿಸಲು ಅಥವಾ ನಿಷ್ಠುರ ಮನುಷ್ಯನಿಗೆ ಮೂಲಭೂತ ಸೂಚನೆಗಳನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಕಷ್ಟವಾಯಿತು ಈಗ ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ನಿಮ್ಮ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ ನಿಮ್ಮ ಗೆಳೆಯ ಅಥವಾ ನಿಮ್ಮ ಗೆಳತಿ ನಿಮ್ಮ ಮೇಲೆ ಕೋಪಗೊಂಡಿದ್ದಾರೆ ಮತ್ತು ನೀವು ಯಾಕೆ ಹಾಗೆ ಮಾಡಬಹುದು ಎಂದು ನಿಮಗೆ ತಿಳಿದಿಲ್ಲ.,Kannada
